0;256.66667;385.00000
10;342.50000;394.00000
20;375.00000;395.00000
30;389.21818;398.00000
40;392.17361;394.00000
50;392.68435;393.00000
60;394.11550;395.00000
70;390.95395;389.00000
80;391.60044;392.00000
90;389.37525;388.00000
100;385.43513;383.00000
110;391.96458;396.00000
120;389.51433;388.00000
130;389.19646;389.00000
140;390.92914;392.00000
150;384.17456;380.00000
160;392.10112;397.00000
170;389.56649;388.00000
180;384.27211;381.00000
190;385.95804;387.00000
200;384.12987;383.00000
210;388.99388;392.00000
220;386.52553;385.00000
230;389.29090;391.00000
240;393.43735;396.00000
250;391.31295;390.00000
260;385.55723;382.00000
270;388.92105;391.00000
280;384.02557;381.00000
290;388.33601;391.00000
300;389.36441;390.00000
310;389.75723;390.00000
320;388.67120;388.00000
330;388.87441;389.00000
340;390.80613;392.00000
350;395.87022;399.00000
360;391.62419;389.00000
370;393.09252;394.00000
380;391.79927;391.00000
390;386.97906;384.00000
400;385.75593;385.00000
410;384.05267;383.00000
420;385.25619;386.00000
430;386.33392;387.00000
440;394.16199;399.00000
450;386.64547;382.00000
460;382.53834;380.00000
470;387.14990;390.00000
480;383.34905;381.00000
490;382.51529;382.00000
500;384.66896;386.00000
510;392.90800;398.00000
520;385.54845;381.00000
530;384.59146;384.00000
540;389.78822;393.00000
550;392.39124;394.00000
560;392.14944;392.00000
570;388.96691;387.00000
580;385.27916;383.00000
590;382.63449;381.00000
600;387.80466;391.00000
610;389.77949;391.00000
620;393.00594;395.00000
630;390.53013;389.00000
640;391.43856;392.00000
650;385.60521;382.00000
660;385.23117;385.00000
670;385.70633;386.00000
680;393.92227;399.00000
690;386.55390;382.00000
700;391.15584;394.00000
710;387.96936;386.00000
720;391.69650;394.00000
730;386.32177;383.00000
740;386.74094;387.00000
750;393.69942;398.00000
760;390.79502;389.00000
770;385.97743;383.00000
780;385.99138;386.00000
790;392.79508;397.00000
800;388.59549;386.00000
810;385.13729;383.00000
820;391.85081;396.00000
830;388.85285;387.00000
840;390.79789;392.00000
850;385.36050;382.00000
860;388.22787;390.00000
870;386.23294;385.00000
880;389.17914;391.00000
890;385.36022;383.00000
900;390.08186;393.00000
910;395.59358;399.00000
920;388.42835;384.00000
930;383.21934;380.00000
940;388.02805;391.00000
950;389.24678;390.00000
960;394.03853;397.00000
970;392.77865;392.00000
980;387.35315;384.00000
990;394.55130;399.00000
1000;394.21058;394.00000
1010;392.84437;392.00000
1020;393.55859;394.00000
1030;389.50516;387.00000
1040;394.13722;397.00000
1050;386.01797;381.00000
1060;382.91670;381.00000
1070;389.14852;393.00000
1080;390.29280;391.00000
1090;389.49380;389.00000
1100;387.33451;386.00000
1110;393.30811;397.00000
1120;385.70128;381.00000
1130;390.21214;393.00000
1140;383.90069;380.00000
1150;385.19813;386.00000
1160;388.16585;390.00000
1170;386.82728;386.00000
1180;386.93403;387.00000
1190;386.97480;387.00000
1200;393.17071;397.00000
1210;391.82914;391.00000
1220;386.99047;384.00000
1230;393.17670;397.00000
1240;388.12322;385.00000
1250;393.60937;397.00000
1260;388.90652;386.00000
1270;388.34626;388.00000
1280;386.89619;386.00000
1290;387.57838;388.00000
1300;382.89468;380.00000
1310;387.28601;390.00000
1320;390.19942;392.00000
1330;394.40241;397.00000
1340;394.15371;394.00000
1350;390.35051;388.00000
1360;395.69619;399.00000
1370;395.88395;396.00000
1380;395.95567;396.00000
1390;388.56666;384.00000
1400;393.77875;397.00000
1410;390.20729;388.00000
1420;391.31524;392.00000
1430;395.44665;398.00000
1440;393.31650;392.00000
1450;395.59303;397.00000
1460;390.90028;388.00000
1470;390.96191;391.00000
1480;392.22152;393.00000
1490;385.28624;381.00000
1500;382.01916;380.00000
1510;387.56963;391.00000
1520;390.92578;393.00000
1530;395.29789;398.00000
1540;388.93344;385.00000
1550;392.06475;394.00000
1560;385.84439;382.00000
1570;393.97500;399.00000
1580;386.57404;382.00000
1590;393.63567;398.00000
1600;393.24281;393.00000
1610;393.09274;393.00000
1620;391.18132;390.00000
1630;393.54140;395.00000
1640;396.91500;399.00000
1650;396.34950;396.00000
1660;397.36956;398.00000
1670;388.48869;383.00000
1680;388.18666;388.00000
1690;389.30737;390.00000
1700;384.17313;381.00000
1710;392.71861;398.00000
1720;389.18431;387.00000
